Year,Player,Age,Pos,All NBA Total Career,PER
1996,Craig Ehlo,34,SG,0,13.7
1997,Craig Ehlo,35,SG,0,7.6
1990,Craig Hodges,29,SG,0,12.5
1991,Craig Hodges,30,SG,0,12.4
1992,Craig Hodges,31,SG,0,10.4
1991,Craig Neal,26,PG,0,8.2
2007,Craig Smith,23,PF,0,15.7
2008,Craig Smith,24,PF,0,16.7
2009,Craig Smith,25,PF,0,16.9
2010,Craig Smith,26,PF,0,16.9
2011,Craig Smith,27,PF,0,15.4
2012,Craig Smith,28,PF,0,13.6
2016,Cristiano Felicio,23,C,0,17.6
2017,Cristiano Felicio,24,C,0,15.2
1996,Cuonzo Martin,24,SG,0,20.6
1997,Cuonzo Martin,25,SG,0,-19.9
2004,Curtis Borchardt,23,C,0,7.9
2005,Curtis Borchardt,24,C,0,9.4
1999,Cuttino Mobley,23,PG,0,12.2
2000,Cuttino Mobley,24,SG,0,16
2001,Cuttino Mobley,25,SG,0,17.7
2002,Cuttino Mobley,26,SG,0,16.7
2003,Cuttino Mobley,27,SG,0,14.7
2004,Cuttino Mobley,28,SG,0,14.1
2005,Cuttino Mobley,29,SG,0,15
2005,Cuttino Mobley,29,SG,0,15.3
2005,Cuttino Mobley,29,SG,0,14.9
2006,Cuttino Mobley,30,SF,0,13.1
2007,Cuttino Mobley,31,SG,0,12.5
2008,Cuttino Mobley,32,SG,0,11.5
2009,Cuttino Mobley,33,SG,0,10.3
2009,D.J. Augustin,21,PG,0,14.9
2010,D.J. Augustin,22,PG,0,11.2
2011,D.J. Augustin,23,PG,0,15.9
2012,D.J. Augustin,24,PG,0,14.1
2013,D.J. Augustin,25,PG,0,11
2014,D.J. Augustin,26,PG,0,16.2
2014,D.J. Augustin,26,PG,0,1.2
2014,D.J. Augustin,26,PG,0,16.8
2015,D.J. Augustin,27,PG,0,13.9
2015,D.J. Augustin,27,PG,0,15.8
2015,D.J. Augustin,27,PG,0,10.2
2016,D.J. Augustin,28,PG,0,13.9
2016,D.J. Augustin,28,PG,0,8.7
2016,D.J. Augustin,28,PG,0,18
2017,D.J. Augustin,29,PG,0,11
2012,D.J. Kennedy,22,SF,0,4.7
2014,D.J. Stephens,23,SG,0,16.1
2008,D.J. Strawberry,22,SG,0,6.2
2009,D.J. White,22,PF,0,19.8
2010,D.J. White,23,PF,0,25.9
2011,D.J. White,24,C-PF,0,15.3
2011,D.J. White,24,PF,0,10.1
2011,D.J. White,24,C,0,17.7
2012,D.J. White,25,PF,0,12.4
2013,D.J. White,26,PF,0,14.7
2014,D.J. White,27,PF,0,2.4
2008,Daequan Cook,20,SG,0,7.9
2009,Daequan Cook,21,SF,0,10.3
2010,Daequan Cook,22,SG,0,7.5
2011,Daequan Cook,23,SG,0,12.8
2012,Daequan Cook,24,SG,0,9.2
2013,Daequan Cook,25,SG,0,5.8
2013,Daequan Cook,25,SG,0,8.8
2013,Daequan Cook,25,SG,0,4
2004,Dahntay Jones,23,SG,0,2.5
2005,Dahntay Jones,24,SG,0,9.6
2006,Dahntay Jones,25,SF,0,8
2007,Dahntay Jones,26,SG,0,9.6
2008,Dahntay Jones,27,SG,0,13.5
2009,Dahntay Jones,28,SG,0,9
2010,Dahntay Jones,29,SF,0,10.8
2011,Dahntay Jones,30,SG,0,13.7
2012,Dahntay Jones,31,SF,0,10.3
2013,Dahntay Jones,32,SF,0,6.4
2013,Dahntay Jones,32,SF,0,6.9
2013,Dahntay Jones,32,SF,0,5.4
2015,Dahntay Jones,34,SF,0,1.9
2016,Dahntay Jones,35,SF,0,10.3
2017,Dahntay Jones,36,SF,0,14.7
2010,DaJuan Summers,22,SF,0,7.5
2011,DaJuan Summers,23,SF,0,4.4
2012,DaJuan Summers,24,SF,0,9
2013,DaJuan Summers,25,PF,0,4.3
2003,Dajuan Wagner,19,SG,0,10.9
2004,Dajuan Wagner,20,SG,0,8.6
2005,Dajuan Wagner,21,SG,0,5
2007,Dajuan Wagner,23,SG,0,17.2
1992,Dale Davis,22,PF,0,13.3
1993,Dale Davis,23,PF,0,16.3
1994,Dale Davis,24,PF,0,15.9
1995,Dale Davis,25,PF,0,16.1
1996,Dale Davis,26,PF,0,14.3
1997,Dale Davis,27,PF,0,15.1
1998,Dale Davis,28,C,0,15.2
1999,Dale Davis,29,PF,0,16.6
2000,Dale Davis,30,C,0,17.4
2001,Dale Davis,31,C,0,15.1
2002,Dale Davis,32,C,0,16.6
2003,Dale Davis,33,C,0,14.5
2004,Dale Davis,34,C,0,12.9
2005,Dale Davis,35,C,0,13.4
2005,Dale Davis,35,C,0,10.5
2005,Dale Davis,35,C,0,15.7
2006,Dale Davis,36,C,0,9.9
2007,Dale Davis,37,C,0,13.2
1990,Dale Ellis,29,SG,0,19
1991,Dale Ellis,30,SG,0,17
1991,Dale Ellis,30,SG,0,16
1991,Dale Ellis,30,SG,0,18.2
1992,Dale Ellis,31,SF,0,15.9
1993,Dale Ellis,32,SG,0,15
1994,Dale Ellis,33,SF,0,14.7
1995,Dale Ellis,34,SF,0,12.9
1996,Dale Ellis,35,SF,0,14.7
1997,Dale Ellis,36,SF,0,12.9
1998,Dale Ellis,37,SF,0,16.6
1999,Dale Ellis,38,SF,0,13.1
2000,Dale Ellis,39,SG,0,8.7
2000,Dale Ellis,39,SG,0,12.1
2000,Dale Ellis,39,SG,0,4.2
2001,Dalibor Bagaric,20,C,0,3.3
2002,Dalibor Bagaric,21,C,0,8.6
2003,Dalibor Bagaric,22,C,0,7.1
2017,Damian Jones,21,C,0,5.3
2013,Damian Lillard,22,PG,2,16.4
2014,Damian Lillard,23,PG,2,18.6
2015,Damian Lillard,24,PG,2,20.7
2016,Damian Lillard,25,PG,2,22.2
2017,Damian Lillard,26,PG,2,24.1
2016,Damien Inglis,20,SF,0,6.7
2005,Damien Wilkins,25,SF,0,13.4
2006,Damien Wilkins,26,SF,0,13.1
2007,Damien Wilkins,27,SF,0,13.1
2008,Damien Wilkins,28,SF,0,11.3
2009,Damien Wilkins,29,SG,0,8.3
2010,Damien Wilkins,30,SF,0,11.5
2011,Damien Wilkins,31,SF,0,11.4
2012,Damien Wilkins,32,SF,0,6.9
2013,Damien Wilkins,33,SG,0,12.5
2011,Damion James,23,SF,0,10.1
2012,Damion James,24,SF,0,6.1
2013,Damion James,25,SF,0,
2014,Damion James,26,SF,0,4.1
2007,Damir Markota,21,PF,0,5
2015,Damjan Rudez,28,SF,0,8.2
2016,Damjan Rudez,29,SF,0,5.5
2017,Damjan Rudez,30,SF,0,6.3
1999,Damon Jones,22,PG,0,13.7
1999,Damon Jones,22,PG,0,14.4
1999,Damon Jones,22,PG,0,13.3
2000,Damon Jones,23,PG,0,13.1
2000,Damon Jones,23,PG,0,14
2000,Damon Jones,23,PG,0,12.7
2001,Damon Jones,24,PG,0,13
2002,Damon Jones,25,PG,0,11.2
2003,Damon Jones,26,PG,0,11.5
2004,Damon Jones,27,PG,0,14.2
2005,Damon Jones,28,PG,0,15.5
2006,Damon Jones,29,PG,0,9.3
2007,Damon Jones,30,PG,0,10.2
2008,Damon Jones,31,SG,0,11.3
2009,Damon Jones,32,PG,0,6.2
1996,Damon Stoudamire,22,PG,0,16.7
1997,Damon Stoudamire,23,PG,0,18.1
1998,Damon Stoudamire,24,PG,0,16.8
1998,Damon Stoudamire,24,PG,0,17.7
1998,Damon Stoudamire,24,PG,0,14.5
1999,Damon Stoudamire,25,PG,0,14.7
2000,Damon Stoudamire,26,PG,0,15.5
2001,Damon Stoudamire,27,PG,0,16.3
2002,Damon Stoudamire,28,PG,0,14.7
2003,Damon Stoudamire,29,PG,0,12.1
2004,Damon Stoudamire,30,PG,0,14.8
2005,Damon Stoudamire,31,PG,0,16.6
2006,Damon Stoudamire,32,PG,0,13.7
2007,Damon Stoudamire,33,PG,0,12.6
2008,Damon Stoudamire,34,PG,0,8.9
2008,Damon Stoudamire,34,PG,0,11.8
2008,Damon Stoudamire,34,PG,0,4.6
2002,Damone Brown,22,SF,0,1.6
2003,Damone Brown,23,PF,0,1.6
2004,Damone Brown,24,PF,0,-4.3
2005,Damone Brown,25,SF,0,7.4
2003,Dan Dickau,24,PG,0,9.9
2004,Dan Dickau,25,PG,0,9
2004,Dan Dickau,25,PG,0,10.4
2004,Dan Dickau,25,PG,0,7.7
2005,Dan Dickau,26,PG,0,14.9
2005,Dan Dickau,26,PG,0,-4.6
2005,Dan Dickau,26,PG,0,15
2006,Dan Dickau,27,PG,0,10.4
2007,Dan Dickau,28,PG,0,12.2
2008,Dan Dickau,29,PG,0,12.5
2003,Dan Gadzuric,24,C,0,11.2
2004,Dan Gadzuric,25,C,0,17
2005,Dan Gadzuric,26,C,0,18.1
2006,Dan Gadzuric,27,C,0,17.2
2007,Dan Gadzuric,28,C,0,11.9
2008,Dan Gadzuric,29,C,0,10.7
2009,Dan Gadzuric,30,C,0,12.2
2010,Dan Gadzuric,31,C,0,10.5
2011,Dan Gadzuric,32,C-PF,0,9.9
2011,Dan Gadzuric,32,C,0,10.2
2011,Dan Gadzuric,32,PF,0,9.1
2012,Dan Gadzuric,33,C,0,-4.3
1991,Dan Godfread,23,C,0,20.3
1992,Dan Godfread,24,C,0,0
2001,Dan Langhi,23,SF,0,9.4
2002,Dan Langhi,24,SF,0,8.5
2003,Dan Langhi,25,SF,0,9.4
2004,Dan Langhi,26,SF,0,1.8
2004,Dan Langhi,26,SF,0,-2.1
2004,Dan Langhi,26,SF,0,5.1
1990,Dan Majerle,24,SG,0,13.5
1991,Dan Majerle,25,SF,0,16.9
1992,Dan Majerle,26,SF,0,17.8
1993,Dan Majerle,27,SG,0,15.4
1994,Dan Majerle,28,SG,0,13.7
1995,Dan Majerle,29,SF,0,15.1
1996,Dan Majerle,30,SF,0,15.1
1997,Dan Majerle,31,SF,0,13.2
1998,Dan Majerle,32,SG,0,12.2
1999,Dan Majerle,33,SG,0,10.2
2000,Dan Majerle,34,SG,0,11.4
2001,Dan Majerle,35,SG,0,9.4
2002,Dan Majerle,36,SG,0,10.3
2001,Dan McClintock,23,C,0,9.9
1991,Dan O'Sullivan,22,C,0,6
1993,Dan O'Sullivan,24,C,0,24.4
1993,Dan O'Sullivan,24,C,0,20.4
1993,Dan O'Sullivan,24,C,0,30.3
1994,Dan O'Sullivan,25,C,0,6.6
1996,Dan O'Sullivan,27,C,0,8.4
1990,Dana Barros,22,PG,0,12.8
1991,Dana Barros,23,PG,0,18.8
1992,Dana Barros,24,PG,0,15
1993,Dana Barros,25,PG,0,15
1994,Dana Barros,26,PG,0,16
1995,Dana Barros,27,PG,0,20.9
1996,Dana Barros,28,PG,0,15.6
1997,Dana Barros,29,PG,0,14
1998,Dana Barros,30,PG,0,18.6
1999,Dana Barros,31,PG,0,17.7
2000,Dana Barros,32,PG,0,15.1
2001,Dana Barros,33,PG,0,14.3
2002,Dana Barros,34,PG,0,10.5
2004,Dana Barros,36,SG,0,17.8
2016,D'Angelo Russell,19,PG,0,13.2
2017,D'Angelo Russell,20,PG,0,15.3
2006,Daniel Ewing,22,SG,0,7.6
2007,Daniel Ewing,23,PG,0,9.3
2007,Daniel Gibson,20,PG,0,9.4
2008,Daniel Gibson,21,PG,0,11.7
2009,Daniel Gibson,22,PG,0,10.1
2010,Daniel Gibson,23,PG,0,11.3
2011,Daniel Gibson,24,SG,0,13.2
2012,Daniel Gibson,25,SG,0,9.2
2013,Daniel Gibson,26,PG,0,7.7
2017,Daniel Ochefu,23,C,0,6.6
2012,Daniel Orton,21,PF,0,12.7
2013,Daniel Orton,22,C,0,14
2014,Daniel Orton,23,C,0,10.5
2001,Daniel Santiago,24,C,0,7.9
2002,Daniel Santiago,25,C,0,9.6
2004,Daniel Santiago,27,C,0,11.2
2005,Daniel Santiago,28,C,0,4.3
2009,Danilo Gallinari,20,SG,0,13.4
2010,Danilo Gallinari,21,SF,0,14.8
2011,Danilo Gallinari,22,PF-SF,0,15.7
2011,Danilo Gallinari,22,PF,0,15.6
2011,Danilo Gallinari,22,SF,0,15.9
2012,Danilo Gallinari,23,SF,0,16.5
2013,Danilo Gallinari,24,SF,0,16.7
2015,Danilo Gallinari,26,SF,0,16.8
2016,Danilo Gallinari,27,SF,0,19
2017,Danilo Gallinari,28,SF,0,17.4
1990,Danny Ainge,30,PG,0,16.1
1991,Danny Ainge,31,SG,0,17
1992,Danny Ainge,32,SG,0,15.4
1993,Danny Ainge,33,SG,0,14.3
1994,Danny Ainge,34,SG,0,11.8
1995,Danny Ainge,35,SG,0,14.3
1991,Danny Ferry,24,PF,0,10.9
1992,Danny Ferry,25,PF,0,11.2
1993,Danny Ferry,26,PF,0,14
1994,Danny Ferry,27,PF,0,12
1995,Danny Ferry,28,PF,0,16
1996,Danny Ferry,29,PF,0,14.2
1997,Danny Ferry,30,PF,0,11.7
1998,Danny Ferry,31,PF,0,7.5
1999,Danny Ferry,32,PF,0,11
2000,Danny Ferry,33,PF,0,11.8
2001,Danny Ferry,34,SF,0,10.1
2002,Danny Ferry,35,SF,0,11.2
2003,Danny Ferry,36,SF,0,5.1
1998,Danny Fortson,21,PF,0,14.3
1999,Danny Fortson,22,PF,0,18.7
2000,Danny Fortson,23,PF,0,20.1
2001,Danny Fortson,24,PF,0,24.4
2002,Danny Fortson,25,PF,0,15.9
2003,Danny Fortson,26,PF,0,9.9
2004,Danny Fortson,27,C,0,15.9
2005,Danny Fortson,28,C,0,17
2006,Danny Fortson,29,C,0,8.5
2007,Danny Fortson,30,C,0,4.3
2006,Danny Granger,22,SF,0,14.7
2007,Danny Granger,23,SF,0,13.9
2008,Danny Granger,24,SF,0,16.7
2009,Danny Granger,25,SF,0,21.8
2010,Danny Granger,26,SF,0,19.8
2011,Danny Granger,27,SF,0,17.8
2012,Danny Granger,28,SF,0,18.6
2013,Danny Granger,29,SF,0,4
2014,Danny Granger,30,SF,0,10.9
2014,Danny Granger,30,SF,0,10.3
2014,Danny Granger,30,SF,0,12.6
2015,Danny Granger,31,SF,0,8.6
2010,Danny Green,22,SG,0,12.3
2011,Danny Green,23,SG,0,13.2
2012,Danny Green,24,SG,0,15.5
2013,Danny Green,25,SG,0,14.1
2014,Danny Green,26,SG,0,13.9
2015,Danny Green,27,SG,0,16.5
2016,Danny Green,28,SG,0,10.5
2017,Danny Green,29,SG,0,10.2
1990,Danny Manning,23,PF,0,16.3
1991,Danny Manning,24,PF,0,16.9
1992,Danny Manning,25,PF,0,19.7
1993,Danny Manning,26,PF,0,19.6
1994,Danny Manning,27,PF,0,16.4
1994,Danny Manning,27,PF,0,17.9
1994,Danny Manning,27,PF,0,13.8
1995,Danny Manning,28,PF,0,18.1
1996,Danny Manning,29,PF,0,14.7
1997,Danny Manning,30,PF,0,17.9
1998,Danny Manning,31,PF,0,19.8
1999,Danny Manning,32,PF,0,15.4
2000,Danny Manning,33,PF,0,10.1
2001,Danny Manning,34,PF,0,14.3
2002,Danny Manning,35,PF,0,11.7
2003,Danny Manning,36,PF,0,17.9
1990,Danny Schayes,30,C,0,16.5
1991,Danny Schayes,31,C,0,14.8
1992,Danny Schayes,32,C,0,10.7
1993,Danny Schayes,33,C,0,10.6
1994,Danny Schayes,34,C,0,7.4
1994,Danny Schayes,34,C,0,6.3
1994,Danny Schayes,34,C,0,9.3
1995,Danny Schayes,35,C,0,13.2
1996,Danny Schayes,36,C,0,8.1
1997,Danny Schayes,37,PF,0,9.3
1998,Danny Schayes,38,C,0,10.9
1999,Danny Schayes,39,C,0,1.9
1990,Danny Young,27,PG,0,11.5
1991,Danny Young,28,PG,0,11.7
1992,Danny Young,29,PG,0,11.3
1992,Danny Young,29,PG,0,11.7
1992,Danny Young,29,PG,0,11.2
1993,Danny Young,30,PG,0,10.4
1995,Danny Young,32,PG,0,14.3
2010,Dante Cunningham,22,PF,0,14.3
2011,Dante Cunningham,23,PF,0,10.7
2011,Dante Cunningham,23,PF,0,9.5
2011,Dante Cunningham,23,PF,0,13.1
2012,Dante Cunningham,24,PF,0,14.9
2013,Dante Cunningham,25,PF,0,13.3
2014,Dante Cunningham,26,PF,0,12.6
2015,Dante Cunningham,27,PF,0,8.9
2016,Dante Cunningham,28,SF,0,8.6
2017,Dante Cunningham,29,SF,0,10.2
2015,Dante Exum,19,PG,0,5.7
2017,Dante Exum,21,PG,0,8.6
2017,Danuel House,23,SG,0,12.2
2012,Darington Hobson,24,SG,0,-3.3
2017,Dario Saric,22,PF,0,12.8
2013,Darius Johnson-Odom,23,SG,0,-6.7
2014,Darius Johnson-Odom,24,SG,0,-23
2001,Darius Miles,19,SF,0,14.7
2002,Darius Miles,20,SF,0,14.4
2003,Darius Miles,21,SF,0,9.7
2004,Darius Miles,22,SF,0,16.1
2004,Darius Miles,22,SF,0,12.7
2004,Darius Miles,22,SF,0,18.6
2005,Darius Miles,23,SF,0,15.5
2006,Darius Miles,24,SF,0,12.5
2009,Darius Miles,27,SF,0,16.1
2013,Darius Miller,22,SF,0,6.3
2014,Darius Miller,23,SF,0,9
2015,Darius Miller,24,SF,0,-5.1
2012,Darius Morris,21,PG,0,5.2
2013,Darius Morris,22,PG,0,8.1
2014,Darius Morris,23,PG,0,9.2
2014,Darius Morris,23,PG,0,11.9
2014,Darius Morris,23,PG,0,1.5
2014,Darius Morris,23,PG,0,7.9
2015,Darius Morris,24,PG,0,6.7
2004,Darius Songaila,25,PF,0,14.6
2005,Darius Songaila,26,PF,0,14.9
2006,Darius Songaila,27,PF,0,13.6
2007,Darius Songaila,28,PF,0,13.6
2008,Darius Songaila,29,C,0,11.8
2009,Darius Songaila,30,C,0,13.9
2010,Darius Songaila,31,C,0,11.6
2011,Darius Songaila,32,C,0,1.2
2008,Darius Washington,22,SG,0,9
2004,Darko Milicic,18,C,0,6.1
2005,Darko Milicic,19,C,0,4.7
2006,Darko Milicic,20,C,0,15.2
2006,Darko Milicic,20,C,0,10.1
2006,Darko Milicic,20,C,0,16.3
2007,Darko Milicic,21,PF,0,13.8
2008,Darko Milicic,22,C,0,11
2009,Darko Milicic,23,C,0,13.8
2010,Darko Milicic,24,C,0,12.8
2010,Darko Milicic,24,C,0,12.1
2010,Darko Milicic,24,C,0,12.9
2011,Darko Milicic,25,C,0,12.2
2012,Darko Milicic,26,C,0,9
2013,Darko Milicic,27,C,0,-30.2
2009,Darnell Jackson,23,PF,0,7.2
2010,Darnell Jackson,24,PF,0,-0.1
2010,Darnell Jackson,24,PF,0,0.4
2010,Darnell Jackson,24,PF,0,-6.3
2011,Darnell Jackson,25,PF,0,12.3
1994,Darnell Mee,22,SG,0,6.3
1995,Darnell Mee,23,SG,0,15.3
1991,Darnell Valentine,31,PG,0,13.5
1995,Darrell Armstrong,26,PG,0,40.2
1996,Darrell Armstrong,27,PG,0,32.4
1997,Darrell Armstrong,28,PG,0,14.7
1998,Darrell Armstrong,29,PG,0,15.7
1999,Darrell Armstrong,30,PG,0,22.2
2000,Darrell Armstrong,31,PG,0,19.5
2001,Darrell Armstrong,32,PG,0,18.6
2002,Darrell Armstrong,33,PG,0,16.7
2003,Darrell Armstrong,34,PG,0,14.6
2004,Darrell Armstrong,35,PG,0,15.6
2005,Darrell Armstrong,36,PG,0,11
2005,Darrell Armstrong,36,PG,0,11.1
2005,Darrell Armstrong,36,PG,0,10.9
2006,Darrell Armstrong,37,PG,0,7.3
2007,Darrell Armstrong,38,PG,0,15.1
2008,Darrell Armstrong,39,PG,0,8.7
2009,Darrell Arthur,20,PF,0,11.3
2010,Darrell Arthur,21,PF,0,10.5
2011,Darrell Arthur,22,PF,0,15.7
2013,Darrell Arthur,24,PF,0,11.8
2014,Darrell Arthur,25,SF,0,9.4
2015,Darrell Arthur,26,PF,0,11.5
2016,Darrell Arthur,27,PF,0,12.5
2017,Darrell Arthur,28,PF,0,12.8
1990,Darrell Griffith,31,SG,0,13.6
1991,Darrell Griffith,32,SG,0,8.6
1990,Darrell Walker,28,PG,0,15.6
1991,Darrell Walker,29,PG,0,12.4
1992,Darrell Walker,30,SG,0,10.9
1993,Darrell Walker,31,PG-SG,0,6.4
1993,Darrell Walker,31,SG,0,0.1
1993,Darrell Walker,31,PG,0,8.9
2010,Darren Collison,22,PG,0,16.5
2011,Darren Collison,23,PG,0,15.6
2012,Darren Collison,24,PG,0,13.6
2013,Darren Collison,25,PG,0,16.3
2014,Darren Collison,26,PG,0,16.2
2015,Darren Collison,27,PG,0,17.5
2016,Darren Collison,28,PG,0,15.9
2017,Darren Collison,29,PG,0,15.3
1994,Darren Morningstar,24,C,0,8.9
1994,Darren Morningstar,24,C,0,8.8
1994,Darren Morningstar,24,C,0,19.4
1995,Darrick Martin,23,PG,0,10.3
1996,Darrick Martin,24,PG,0,11.7
1996,Darrick Martin,24,PG,0,14.3
1996,Darrick Martin,24,PG,0,10.3
1997,Darrick Martin,25,PG,0,16.9
1998,Darrick Martin,26,PG,0,12.3
1999,Darrick Martin,27,PG,0,11.6
2000,Darrick Martin,28,PG,0,11.9
2001,Darrick Martin,29,PG,0,17
2002,Darrick Martin,30,PG,0,-11.2
2004,Darrick Martin,32,PG,0,6.1
2005,Darrick Martin,33,PG,0,7.2
2006,Darrick Martin,34,PG,0,11.5
2007,Darrick Martin,35,PG,0,11.6
2008,Darrick Martin,36,PG,0,5.8
1995,Darrin Hancock,23,SF,0,11.2
1996,Darrin Hancock,24,SF,0,10
1997,Darrin Hancock,25,SF,0,11.9
1997,Darrin Hancock,25,SF,0,1.1
1997,Darrin Hancock,25,SF,0,16.2
1997,Darrin Hancock,25,SF,0,18.3
2016,Darrun Hilliard,22,SG,0,10.7
2017,Darrun Hilliard,23,SG,0,5.9
1996,Darryl Johnson,30,PG,0,9.7
2008,Darryl Watkins,23,C,0,0.5
2012,Darryl Watkins,27,C,0,10.8
1997,Darvin Ham,23,SF,0,8.5
1997,Darvin Ham,23,SF,0,8.2
1997,Darvin Ham,23,SF,0,22.5
1998,Darvin Ham,24,SF,0,9.2
2000,Darvin Ham,26,SF,0,12.8
2001,Darvin Ham,27,SF,0,10.1
2002,Darvin Ham,28,SF,0,9.7
2003,Darvin Ham,29,SG,0,5.5
2004,Darvin Ham,30,SF,0,8.3
2005,Darvin Ham,31,SF,0,5.6
1990,Dave Corzine,33,C,0,3.2
1991,Dave Corzine,34,C,0,12.5
1991,Dave Feitl,28,C,0,8.2
1992,Dave Feitl,29,C,0,11.9
1990,Dave Greenwood,32,PF,0,10.9
1991,Dave Greenwood,33,PF,0,7.8
1990,Dave Hoppen,25,C,0,7.7
1991,Dave Hoppen,26,C,0,11.7
1991,Dave Hoppen,26,C,0,11.2
1991,Dave Hoppen,26,C,0,13.2
1992,Dave Hoppen,27,C,0,2.7
1993,Dave Hoppen,28,C,0,9
1991,Dave Jamerson,23,SG,0,12.2
1992,Dave Jamerson,24,SG,0,12.6
1994,Dave Jamerson,26,SG,0,-8.5
1994,Dave Jamerson,26,SG,0,-2.2
1994,Dave Jamerson,26,SG,0,-11.1
1993,Dave Johnson,22,SG,0,8.1
1994,Dave Johnson,23,SG,0,5.8
1991,Dave Popson,26,PF,0,11.6
1992,Dave Popson,27,PF,0,6.9
2010,David Andersen,29,C,0,12.1
2011,David Andersen,30,PF,0,10.9
2011,David Andersen,30,PF,0,13.8
2011,David Andersen,30,PF,0,8.9
1992,David Benoit,23,SF,0,12.1
1993,David Benoit,24,SF,0,11.3
1994,David Benoit,25,SF,0,10.9
1995,David Benoit,26,SF,0,13.9
1996,David Benoit,27,SF,0,12.2
1998,David Benoit,29,SF,0,10.5
1998,David Benoit,29,SF,0,10
1998,David Benoit,29,SF,0,11.8
2001,David Benoit,32,SF,0,11.1
2005,David Harrison,22,C,0,12.9
2006,David Harrison,23,C,0,11.8
2007,David Harrison,24,C,0,7
2008,David Harrison,25,C,0,8.6
2006,David Lee,22,SF,1,15.4
2007,David Lee,23,PF,1,20.2
2008,David Lee,24,PF,1,18
2009,David Lee,25,C,1,19
2010,David Lee,26,C,1,22.2
2011,David Lee,27,PF,1,17.8
2012,David Lee,28,PF,1,19.7
2013,David Lee,29,PF,1,19.2
2014,David Lee,30,PF,1,19.1
2015,David Lee,31,PF,1,17.8
2016,David Lee,32,PF,1,19.6
2016,David Lee,32,PF,1,15.5
2016,David Lee,32,PF,1,24
2017,David Lee,33,PF,1,18.4
2007,David Noel,22,PF,0,9
2017,David Nwaba,24,SG,0,12.1
1990,David Rivers,25,PG,0,9.9
1992,David Rivers,27,PG,0,7.6
1990,David Robinson*,24,C,10,26.3
1991,David Robinson*,25,C,10,27.4
1992,David Robinson*,26,C,10,27.5
1993,David Robinson*,27,C,10,24.2
1994,David Robinson*,28,C,10,30.7
1995,David Robinson*,29,C,10,29.1
1996,David Robinson*,30,C,10,29.4
1997,David Robinson*,31,C,10,31
1998,David Robinson*,32,C,10,27.8
1999,David Robinson*,33,C,10,24.9
2000,David Robinson*,34,C,10,24.6
2001,David Robinson*,35,C,10,23.7
2002,David Robinson*,36,C,10,20.3
2003,David Robinson*,37,C,10,17.8
2015,David Stockton,23,PG,0,10.8
2001,David Vanterpool,27,PG,0,10.9
1996,David Vaughn,22,PF,0,6
1997,David Vaughn,23,PF,0,10.3
1998,David Vaughn,24,PF,0,11.4
1998,David Vaughn,24,PF,0,10.8
1998,David Vaughn,24,PF,0,23.3
1998,David Vaughn,24,PF,0,12.1
1999,David Vaughn,25,PF,0,13.5
2015,David Wear,24,PF,0,2.4
1994,David Wesley,23,PG,0,13
1995,David Wesley,24,PG,0,12.9
1996,David Wesley,25,PG,0,18.5
1997,David Wesley,26,PG,0,16.5
1998,David Wesley,27,PG,0,15.2
1999,David Wesley,28,PG,0,16.9
2000,David Wesley,29,PG,0,15
2001,David Wesley,30,SG,0,15.3
2002,David Wesley,31,SG,0,11.3
2003,David Wesley,32,SG,0,15.1
2004,David Wesley,33,SG,0,12.6
2005,David Wesley,34,SG,0,11.8
2005,David Wesley,34,SG,0,12.2
2005,David Wesley,34,SG,0,11.6
2006,David Wesley,35,SG,0,9.6
2007,David Wesley,36,SG,0,6.6
2004,David West,23,PF,0,15.9
2005,David West,24,SF,0,11.1
2006,David West,25,PF,0,19.7
2007,David West,26,PF,0,18.9
2008,David West,27,PF,0,19.9
2009,David West,28,PF,0,18.9
2010,David West,29,PF,0,18.9
2011,David West,30,PF,0,20.4
2012,David West,31,PF,0,17.8
2013,David West,32,PF,0,20.1
2014,David West,33,PF,0,17.5
2015,David West,34,PF,0,16
2016,David West,35,PF,0,17.6
2017,David West,36,C,0,16.6
1990,David Wingate,26,SG,0,9.4
1991,David Wingate,27,SG,0,5.6
1992,David Wingate,28,SG,0,11.5
1993,David Wingate,29,SF,0,11.5
1994,David Wingate,30,SG,0,10.8
1995,David Wingate,31,SG,0,8.1
1996,David Wingate,32,SG,0,8.1
1997,David Wingate,33,SG,0,9.3
1998,David Wingate,34,SG,0,8.6
1999,David Wingate,35,SG,0,4.2
2000,David Wingate,36,SG,0,-5
2001,David Wingate,37,SG,0,35.8
1991,David Wood,26,SF,0,9.6
1993,David Wood,28,PF,0,8.7
1994,David Wood,29,PF,0,11.1
1995,David Wood,30,PF,0,10.3
1996,David Wood,31,PF,0,9.2
1996,David Wood,31,PF,0,8.7
1996,David Wood,31,PF,0,-0.6
1996,David Wood,31,PF,0,9.8
1997,David Wood,32,PF,0,10.2
2017,Davis Bertans,24,PF,0,12.9
1997,Dean Garrett,30,C,0,17.7
1998,Dean Garrett,31,C,0,12.1
1999,Dean Garrett,32,C,0,13.6
